mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.4,"51 km ESE of Mud Bay, Alaska",1665446347382,1667624972040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0f4uh0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0f4uh0&format=geojson,,,,,reviewed,0,89,ak,022d0f4uh0,",us7000im2u,ak022d0f4uh0,",",us,ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 2.4 - 51 km ESE of Mud Bay, Alaska"
4.2,"51 km ESE of Mud Bay, Alaska",1665445681066,1667434834843,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0f2h3p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0f2h3p&format=geojson,84.0,3.8,3.752,,reviewed,1,303,ak,022d0f2h3p,",ak022d0f2h3p,at00rjka41,us6000islf,",",ak,at,us,",",dyfi,impact-link,origin,phase-data,shakemap,",,,0.7,,mb,earthquake,"M 4.2 - 51 km ESE of Mud Bay, Alaska"
1.27,"4 km SSE of Dover, Oklahoma",1665445539719,1665679973871,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022txax,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022txax&format=geojson,,,,,reviewed,0,25,ok,2022txax,",ok2022txax,",",ok,",",origin,phase-data,",35.0,0.0863830487,0.25,71.0,ml,earthquake,"M 1.3 - 4 km SSE of Dover, Oklahoma"
2.8,Southern Alaska,1665444909377,1667434861743,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0ezpea,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0ezpea&format=geojson,2.0,2.7,1.987,,reviewed,0,121,ak,022d0ezpea,",ak022d0ezpea,us6000isld,",",ak,us,",",dyfi,origin,phase-data,shakemap,",,,0.56,,ml,earthquake,M 2.8 - Southern Alaska
3.0,"6 km WNW of Mayagüez, Puerto Rico",1665444876280,1665445974810,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376108&format=geojson,,,,,reviewed,0,138,pr,71376108,",pr71376108,",",pr,",",origin,phase-data,",15.0,,0.23,147.0,md,earthquake,"M 3.0 - 6 km WNW of Mayagüez, Puerto Rico"
3.3,Alaska Peninsula,1665444295153,1667434728568,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0exfyt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0exfyt&format=geojson,,,,,reviewed,0,168,ak,022d0exfyt,",ak022d0exfyt,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,M 3.3 - Alaska Peninsula
4.8,,1665444295065,1665809166040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000itnk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000itnk&format=geojson,,,,,reviewed,0,354,us,6000itnk,",us6000itnk,",",us,",",origin,phase-data,",26.0,0.727,0.49,148.0,mb,earthquake,M 4.8 - 
5.0,Afghanistan-Tajikistan border region,1665444185801,1665977431217,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000islc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000islc&format=geojson,1.0,2.0,,,reviewed,0,385,us,6000islc,",us6000islc,",",us,",",dyfi,origin,phase-data,",97.0,0.71,0.79,39.0,mb,earthquake,M 5.0 - Afghanistan-Tajikistan border region
4.6,Kuril Islands,1665443213267,1665805330040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isle,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isle&format=geojson,1.0,3.8,,,reviewed,0,326,us,6000isle,",us6000isle,",",us,",",dyfi,origin,phase-data,",71.0,6.508,0.72,83.0,mb,earthquake,M 4.6 - Kuril Islands
1.67,"5km NNW of Boron, CA",1665443014970,1665534075676,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358904,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358904&format=geojson,,,,,reviewed,0,43,ci,40358904,",ci40358904,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1125,0.12,61.0,ml,quarry blast,"M 1.7 Quarry Blast - 5km NNW of Boron, CA"
4.5,"241 km NNW of Tobelo, Indonesia",1665443014917,1665975178040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isla,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isla&format=geojson,,,,,reviewed,0,312,us,6000isla,",us6000isla,",",us,",",origin,phase-data,",38.0,6.227,0.46,108.0,mb,earthquake,"M 4.5 - 241 km NNW of Tobelo, Indonesia"
1.3,"57 km SW of Cantwell, Alaska",1665442746988,1667434728372,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0ejetx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0ejetx&format=geojson,,,,,reviewed,0,26,ak,022d0ejetx,",ak022d0ejetx,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.3 - 57 km SW of Cantwell, Alaska"
-0.01,Southern Alaska,1665442563730,1665517893300,,https://earthquake.usgs.gov/earthquakes/eventpage/av91693201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91693201&format=geojson,,,,,reviewed,0,0,av,91693201,",av91693201,",",av,",",origin,phase-data,",8.0,,0.12,178.0,ml,earthquake,M 0.0 - Southern Alaska
1.6,"60 km W of Cantwell, Alaska",1665442387504,1667434728158,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0ei4l1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0ei4l1&format=geojson,,,,,reviewed,0,39,ak,022d0ei4l1,",ak022d0ei4l1,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.6 - 60 km W of Cantwell, Alaska"
4.5,"57 km SSW of San Pedro de Atacama, Chile",1665442272587,1667185473040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isl5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isl5&format=geojson,,,,,reviewed,0,312,us,6000isl5,",us6000isl5,",",us,",",origin,phase-data,",21.0,0.487,0.37,66.0,mwr,earthquake,"M 4.5 - 57 km SSW of San Pedro de Atacama, Chile"
1.2,"36 km W of Valdez, Alaska",1665442064144,1667434730225,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0egx4e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0egx4e&format=geojson,,,,,reviewed,0,22,ak,022d0egx4e,",ak022d0egx4e,",",ak,",",origin,phase-data,",,,0.98,,ml,earthquake,"M 1.2 - 36 km W of Valdez, Alaska"
1.0,"10 km NNE of Susitna North, Alaska",1665441844497,1667434730420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0eg6wx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0eg6wx&format=geojson,,,,,reviewed,0,15,ak,022d0eg6wx,",ak022d0eg6wx,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.0 - 10 km NNE of Susitna North, Alaska"
1.48,"9 km NW of Perry, Oklahoma",1665441730789,1665679501348,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022twyu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022twyu&format=geojson,,,,,reviewed,0,34,ok,2022twyu,",ok2022twyu,",",ok,",",origin,phase-data,",59.0,0.07018622707,0.28,63.0,ml,earthquake,"M 1.5 - 9 km NW of Perry, Oklahoma"
1.34,"4 km SSE of Dover, Oklahoma",1665441464219,1665678796655,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022twyq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022twyq&format=geojson,,,,,reviewed,0,28,ok,2022twyq,",ok2022twyq,",",ok,",",origin,phase-data,",28.0,0.08008428473,0.16,71.0,ml,earthquake,"M 1.3 - 4 km SSE of Dover, Oklahoma"
2.7,"37 km NW of Lake Louise, Alaska",1665441365609,1667434727908,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0eegx5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0eegx5&format=geojson,,,,,reviewed,0,112,ak,022d0eegx5,",us6000iskz,ak022d0eegx5,",",us,ak,",",origin,phase-data,",,,0.86,,ml,other event,"M 2.7 Other Event - 37 km NW of Lake Louise, Alaska"
2.8,"6 km SE of Floriston, California",1665441323589,1666567910040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00848972,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00848972&format=geojson,7.0,3.8,,,reviewed,0,123,nn,00848972,",us6000isky,nn00848972,nc73791951,",",us,nn,nc,",",dyfi,focal-mechanism,origin,phase-data,scitech-link,",45.0,0.077,0.1586,29.26,ml,earthquake,"M 2.8 - 6 km SE of Floriston, California"
0.67,"10km NE of Indio, CA",1665441311150,1665533944660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358896&format=geojson,,,,,reviewed,0,7,ci,40358896,",ci40358896,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.07788,0.1,88.0,ml,earthquake,"M 0.7 - 10km NE of Indio, CA"
3.15,"79 km N of Arecibo, Puerto Rico",1665441185760,1665442666130,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376098,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376098&format=geojson,,,,,reviewed,0,153,pr,71376098,",pr71376098,",",pr,",",origin,phase-data,",18.0,,0.19,256.0,md,earthquake,"M 3.2 - 79 km N of Arecibo, Puerto Rico"
0.65,"9km WNW of Cobb, CA",1665441063200,1665441160223,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791946&format=geojson,,,,,automatic,0,6,nc,73791946,",nc73791946,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.008561,0.01,80.0,md,earthquake,"M 0.7 - 9km WNW of Cobb, CA"
0.86,"9km WNW of Cobb, CA",1665441057490,1665441150147,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791941&format=geojson,,,,,automatic,0,11,nc,73791941,",nc73791941,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.008488,0.01,103.0,md,earthquake,"M 0.9 - 9km WNW of Cobb, CA"
3.11,"78 km NNE of Arecibo, Puerto Rico",1665441028930,1665442025280,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376093&format=geojson,,,,,reviewed,0,149,pr,71376093,",pr71376093,",",pr,",",origin,phase-data,",17.0,,0.25,256.0,md,earthquake,"M 3.1 - 78 km NNE of Arecibo, Puerto Rico"
1.49,"61km SSW of Progreso, B.C., MX",1665440844790,1665533713955,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37455364,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37455364&format=geojson,,,,,reviewed,0,34,ci,37455364,",ci37455364,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.1025,0.24,209.0,ml,earthquake,"M 1.5 - 61km SSW of Progreso, B.C., MX"
0.58,"8km N of Lake Henshaw, CA",1665440843100,1665533499954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358888,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358888&format=geojson,,,,,reviewed,0,5,ci,40358888,",ci40358888,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1549,0.14,86.0,ml,earthquake,"M 0.6 - 8km N of Lake Henshaw, CA"
1.6,"41 km SSW of South Van Horn, Alaska",1665440037311,1667434727697,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0e9nr6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0e9nr6&format=geojson,,,,,reviewed,0,39,ak,022d0e9nr6,",ak022d0e9nr6,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.6 - 41 km SSW of South Van Horn, Alaska"
1.86,Oregon,1665440023320,1665458742840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61878157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61878157&format=geojson,,,,,reviewed,0,53,uw,61878157,",uw61878157,",",uw,",",origin,phase-data,",8.0,0.02391,0.18,113.0,ml,explosion,M 1.9 Explosion - Oregon
3.21,"75 km N of Arecibo, Puerto Rico",1665440018600,1665441340310,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376078&format=geojson,,,,,reviewed,0,159,pr,71376078,",pr71376078,",",pr,",",origin,phase-data,",22.0,,0.28,255.0,md,earthquake,"M 3.2 - 75 km N of Arecibo, Puerto Rico"
1.4,"54 km NNW of Petersville, Alaska",1665439830385,1667434727504,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0e8ykp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0e8ykp&format=geojson,,,,,reviewed,0,30,ak,022d0e8ykp,",ak022d0e8ykp,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.4 - 54 km NNW of Petersville, Alaska"
0.47,"7km S of Idyllwild, CA",1665439280130,1665533297404,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358880&format=geojson,,,,,reviewed,0,3,ci,40358880,",ci40358880,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03293,0.06,88.0,ml,earthquake,"M 0.5 - 7km S of Idyllwild, CA"
2.2,"33 km SSW of Los Ybanez, Texas",1665438552890,1665507945709,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022twxb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022twxb&format=geojson,,,,,reviewed,0,74,tx,2022twxb,",tx2022twxb,",",tx,",",origin,phase-data,",28.0,0.2299923728,0.3,42.0,ml,earthquake,"M 2.2 - 33 km SSW of Los Ybanez, Texas"
1.12,"2km N of The Geysers, CA",1665437462320,1665440236911,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791931&format=geojson,,,,,automatic,0,19,nc,73791931,",nc73791931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01954,0.04,97.0,md,earthquake,"M 1.1 - 2km N of The Geysers, CA"
2.49,"13km SE of Mammoth Lakes, CA",1665437234080,1666065185040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791926&format=geojson,,,,,reviewed,0,95,nc,73791926,",nc73791926,us6000iski,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29.0,0.04147,0.06,55.0,md,earthquake,"M 2.5 - 13km SE of Mammoth Lakes, CA"
1.6,"13 km WNW of Point Possession, Alaska",1665436962200,1667434727284,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0dq4e8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0dq4e8&format=geojson,,,,,reviewed,0,39,ak,022d0dq4e8,",ak022d0dq4e8,",",ak,",",origin,phase-data,",,,0.88,,ml,earthquake,"M 1.6 - 13 km WNW of Point Possession, Alaska"
1.8,"40 km W of Cohoe, Alaska",1665436632332,1667434727060,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0dozjg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0dozjg&format=geojson,,,,,reviewed,0,50,ak,022d0dozjg,",ak022d0dozjg,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.8 - 40 km W of Cohoe, Alaska"
0.96,"8km NE of Julian, CA",1665436546770,1665533126448,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358856&format=geojson,,,,,reviewed,0,14,ci,40358856,",ci40358856,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.06746,0.18,58.0,ml,earthquake,"M 1.0 - 8km NE of Julian, CA"
0.38,"38 km NNE of Amboy, Washington",1665436149980,1665437463200,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61878147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61878147&format=geojson,,,,,reviewed,0,2,uw,61878147,",uw61878147,",",uw,",",origin,phase-data,",13.0,0.006895,0.12,102.0,ml,earthquake,"M 0.4 - 38 km NNE of Amboy, Washington"
2.0,"54 km S of Whites City, New Mexico",1665435446289,1665460099072,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022twvi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022twvi&format=geojson,,,,,reviewed,0,62,tx,2022twvi,",tx2022twvi,",",tx,",",origin,phase-data,",22.0,0.1300247324,0.2,64.0,ml,earthquake,"M 2.0 - 54 km S of Whites City, New Mexico"
1.2,"50 km E of Huslia, Alaska",1665435085474,1667434726879,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0dava0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0dava0&format=geojson,,,,,reviewed,0,22,ak,022d0dava0,",ak022d0dava0,",",ak,",",origin,phase-data,",,,1.08,,ml,earthquake,"M 1.2 - 50 km E of Huslia, Alaska"
1.5,"16 km E of Point Possession, Alaska",1665434711581,1667434726669,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0d9jx1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0d9jx1&format=geojson,,,,,reviewed,0,35,ak,022d0d9jx1,",ak022d0d9jx1,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.5 - 16 km E of Point Possession, Alaska"
0.64,"6km NW of The Geysers, CA",1665434459410,1665434555457,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791916&format=geojson,,,,,automatic,0,6,nc,73791916,",nc73791916,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.02312,0.01,98.0,md,earthquake,"M 0.6 - 6km NW of The Geysers, CA"
1.82,"3km NE of Silver Lake, CA",1665434276620,1665532814620,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358824&format=geojson,2.0,2.0,,,reviewed,0,51,ci,40358824,",ci40358824,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",62.0,0.04835,0.2,34.0,ml,earthquake,"M 1.8 - 3km NE of Silver Lake, CA"
0.84,"6km NW of The Geysers, CA",1665432363950,1665432460018,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791911&format=geojson,,,,,automatic,0,11,nc,73791911,",nc73791911,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.005006,0.01,62.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.39,Southern Alaska,1665432036910,1665516890110,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074238&format=geojson,,,,,reviewed,0,2,av,91074238,",av91074238,",",av,",",origin,phase-data,",7.0,,0.1,344.0,ml,earthquake,M 0.4 - Southern Alaska
0.9,"11 km NW of Emery, Utah",1665432024310,1665437885280,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60519937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60519937&format=geojson,,,,,reviewed,0,12,uu,60519937,",uu60519937,",",uu,",",origin,phase-data,",5.0,0.01165,0.01,122.0,ml,earthquake,"M 0.9 - 11 km NW of Emery, Utah"
1.06,"7km WNW of Cobb, CA",1665431838560,1665431934994,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791906&format=geojson,,,,,automatic,0,17,nc,73791906,",nc73791906,",",nc,",",nearby-cities,origin,phase-data,",23.0,0.01205,0.02,52.0,md,earthquake,"M 1.1 - 7km WNW of Cobb, CA"
4.2,"67 km NNW of Jayapura, Indonesia",1665431782720,1666028953040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000itnf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000itnf&format=geojson,,,,,reviewed,0,271,us,6000itnf,",us6000itnf,",",us,",",origin,phase-data,",15.0,0.58,1.29,163.0,mb,earthquake,"M 4.2 - 67 km NNW of Jayapura, Indonesia"
4.6,"41 km SSW of Coquimbo, Chile",1665431766594,1666028775040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isjz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isjz&format=geojson,,,,,reviewed,0,326,us,6000isjz,",us6000isjz,",",us,",",origin,phase-data,",32.0,0.401,1.1,136.0,mb,earthquake,"M 4.6 - 41 km SSW of Coquimbo, Chile"
1.65,"5km SE of Chula Vista, CA",1665431706670,1665532081118,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358816&format=geojson,,,,,reviewed,0,42,ci,40358816,",ci40358816,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.06545,0.25,209.0,ml,quarry blast,"M 1.7 Quarry Blast - 5km SE of Chula Vista, CA"
1.3,"41 km NNW of Valdez, Alaska",1665431426078,1667434726471,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0cp6km,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0cp6km&format=geojson,,,,,reviewed,0,26,ak,022d0cp6km,",ak022d0cp6km,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.3 - 41 km NNW of Valdez, Alaska"
0.46,"15km SE of Anza, CA",1665430588540,1665531896752,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358800&format=geojson,,,,,reviewed,0,3,ci,40358800,",ci40358800,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.05369,0.1,109.0,ml,earthquake,"M 0.5 - 15km SE of Anza, CA"
1.8,"52 km WSW of Ferry, Alaska",1665430518797,1667434726287,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0clzqm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0clzqm&format=geojson,,,,,reviewed,0,50,ak,022d0clzqm,",ak022d0clzqm,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.8 - 52 km WSW of Ferry, Alaska"
4.5,"111 km NW of San José de Jáchal, Argentina",1665430446411,1666372954040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isjp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isjp&format=geojson,,,,,reviewed,0,312,us,6000isjp,",us6000isjp,",",us,",",origin,phase-data,",52.0,0.819,0.52,56.0,mwr,earthquake,"M 4.5 - 111 km NW of San José de Jáchal, Argentina"
1.3,"16 km W of Healy, Alaska",1665430253585,1667434726090,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0cl3hm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0cl3hm&format=geojson,,,,,reviewed,0,26,ak,022d0cl3hm,",ak022d0cl3hm,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.3 - 16 km W of Healy, Alaska"
1.86,"2 km WSW of Indios, Puerto Rico",1665430126440,1665430911270,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376038,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376038&format=geojson,,,,,reviewed,0,53,pr,71376038,",pr71376038,",",pr,",",origin,phase-data,",7.0,,0.07,181.0,md,earthquake,"M 1.9 - 2 km WSW of Indios, Puerto Rico"
1.6,"6 km NE of Susitna North, Alaska",1665429906736,1667434725872,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0cjtko,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0cjtko&format=geojson,1.0,2.2,,,reviewed,0,40,ak,022d0cjtko,",ak022d0cjtko,",",ak,",",dyfi,origin,phase-data,",,,1.18,,ml,earthquake,"M 1.6 - 6 km NE of Susitna North, Alaska"
5.5,"69 km E of Hualien City, Taiwan",1665429879982,1666369632779,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000isjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000isjn&format=geojson,28.0,4.8,3.832,green,reviewed,0,479,us,6000isjn,",us6000isjn,usauto6000isjn,pt22283000,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",111.0,0.673,0.67,65.0,mww,earthquake,"M 5.5 - 69 km E of Hualien City, Taiwan"
1.23,"13km SE of Tehachapi, CA",1665429753240,1665531727098,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358776&format=geojson,,,,,reviewed,0,23,ci,40358776,",ci40358776,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.06287,0.15,47.0,ml,quarry blast,"M 1.2 Quarry Blast - 13km SE of Tehachapi, CA"
1.2,"89 km ENE of Ugashik, Alaska",1665429256737,1667434725697,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0chhj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0chhj5&format=geojson,,,,,reviewed,0,22,ak,022d0chhj5,",ak022d0chhj5,",",ak,",",origin,phase-data,",,,0.43,,ml,other event,"M 1.2 Other Event - 89 km ENE of Ugashik, Alaska"
1.4,"9 km SW of Port Alsworth, Alaska",1665428859435,1667434725511,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d0cg0qc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d0cg0qc&format=geojson,,,,,reviewed,0,30,ak,022d0cg0qc,",ak022d0cg0qc,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.4 - 9 km SW of Port Alsworth, Alaska"
1.1,"7km S of Mojave, CA",1665428292280,1665709196110,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40358760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40358760&format=geojson,,,,,reviewed,0,19,ci,40358760,",ci40358760,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1181,0.2,72.0,ml,quarry blast,"M 1.1 Quarry Blast - 7km S of Mojave, CA"
0.31,"7km WNW of Cobb, CA",1665427800260,1665565607748,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791891&format=geojson,,,,,reviewed,0,1,nc,73791891,",nc73791891,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.008062,0.03,68.0,md,earthquake,"M 0.3 - 7km WNW of Cobb, CA"
0.56,"8km ENE of Parkfield, CA",1665427713060,1665710909341,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73791886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73791886&format=geojson,,,,,reviewed,0,5,nc,73791886,",nc73791886,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.01199,0.1,134.0,md,earthquake,"M 0.6 - 8km ENE of Parkfield, CA"
